city_name,country,hotel_name,booking_url,latitude,longitude,score,description
Besancon,France,ibis Styles Besançon,https://www.booking.com/hotel/fr/besancon.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iZXNhbmNvbiwgZnJhbmNlSA1YBGiRAYgBAZgBM7gBGcgBDNgBA-gBAfgBAYgCAagCAbgC7bCfzwbAAgHSAiQ1ODk5ZTRkZS1lYjMyLTRhNWItYjk0YS0zNTQzYThjZjljN2PYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-05-01&checkout=2026-05-08&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=743d8d36cbb108e5&srepoch=1776801905&all_sr_blocks=5726203_94276162_2_33_0&highlighted_blocks=5726203_94276162_2_33_0&matching_block_id=5726203_94276162_2_33_0&sr_pri_blocks=5726203_94276162_2_33_0__68331&from_sustainable_property_sr=1&from=searchresults,47.2542534551454,6.021639704704285,7.8,"Idéalement situé dans un parc, l'hôtel ibis Styles Besançon se trouve à 15 minutes à pied de la gare TGV et du centre de Besançon. Il met à votre disposition une piscine extérieure dotée d'une terrasse bien exposée ainsi qu'une connexion Wi-Fi gratuite.

Ses chambres climatisées et spacieuses affichent une décoration de style contemporain. Elles comprennent également une télévision à écran LCD et une connexion Wi-Fi gratuite.

L'établissement vous proposera chaque matin un petit-déjeuner buffet. Vous pourrez siroter un verre au bar de l'hôtel ou dîner dans son restaurant. Une aire de jeux pour enfants et des salles de réunion sont également disponibles sur place.

L'hôtel met à votre disposition un parking privé gratuit ainsi qu'une réception ouverte 24h/24. Il se situe à 10 minutes en voiture du parc des expositions Micropolis et à seulement 3,7 km de la citadelle de Besançonet, site classé au patrimoine mondial de l'UNESCO."
Besancon,France,B&B HOTEL Besançon Valentin,https://www.booking.com/hotel/fr/b-amp-b-besancon-valentin.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iZXNhbmNvbiwgZnJhbmNlSA1YBGiRAYgBAZgBM7gBGcgBDNgBA-gBAfgBAYgCAagCAbgC7bCfzwbAAgHSAiQ1ODk5ZTRkZS1lYjMyLTRhNWItYjk0YS0zNTQzYThjZjljN2PYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-05-01&checkout=2026-05-08&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=743d8d36cbb108e5&srepoch=1776801905&all_sr_blocks=1069610302_379474316_2_2_0&highlighted_blocks=1069610302_379474316_2_2_0&matching_block_id=1069610302_379474316_2_2_0&sr_pri_blocks=1069610302_379474316_2_2_0__69300&from_sustainable_property_sr=1&from=searchresults,,,8.4,
Besancon,France,Hôtel Siatel Besançon Chateaufarine,https://www.booking.com/hotel/fr/siatel-chateaufarine.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iZXNhbmNvbiwgZnJhbmNlSA1YBGiRAYgBAZgBM7gBGcgBDNgBA-gBAfgBAYgCAagCAbgC7bCfzwbAAgHSAiQ1ODk5ZTRkZS1lYjMyLTRhNWItYjk0YS0zNTQzYThjZjljN2PYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-05-01&checkout=2026-05-08&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=743d8d36cbb108e5&srepoch=1776801905&all_sr_blocks=39121409_106995398_2_2_0&highlighted_blocks=39121409_106995398_2_2_0&matching_block_id=39121409_106995398_2_2_0&sr_pri_blocks=39121409_106995398_2_2_0__34510&from=searchresults,47.21613221566271,5.941833257675171,7.7,"Cet hôtel est situé à 7,5 km du centre de Besançon en Franche-Comté et propose une connexion Wi-Fi gratuite. Vous pourrez vous détendre sur la terrasse ou jouer au billard au bar sur place. La climatisation est disponible dans les parties communes.

Chaque chambre insonorisée comprend une télévision à écran plat et un téléphone. Toutes les chambres de l'Hôtel Siatel Besançon Chateaufarine comprennent un bureau et une salle de bains privative avec sèche-cheveux. Certaines disposent d'une connexion Wi-Fi haut débit et de la climatisation.

Un parking privé gratuit est disponible sur place et la gare de Besançon-Viotte se trouve à 7,7 km. L'hôtel se trouve à 8,2 km du musée des beaux-arts et d'archéologie et à 6,5 km de l'autoroute A36."
Besancon,France,Hôtel de Paris,https://www.booking.com/hotel/fr/de-paris-besanasson.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iZXNhbmNvbiwgZnJhbmNlSA1YBGiRAYgBAZgBM7gBGcgBDNgBA-gBAfgBAYgCAagCAbgC7bCfzwbAAgHSAiQ1ODk5ZTRkZS1lYjMyLTRhNWItYjk0YS0zNTQzYThjZjljN2PYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-05-01&checkout=2026-05-08&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=743d8d36cbb108e5&srepoch=1776801905&all_sr_blocks=46971602_363647665_0_2_0&highlighted_blocks=46971602_363647665_0_2_0&matching_block_id=46971602_363647665_0_2_0&sr_pri_blocks=46971602_363647665_0_2_0__70245&from=searchresults,47.23856536577556,6.025325059890747,8.6,"Welcome to the Hôtel de Paris, ideally located in the heart of Besançon. Enjoy a peaceful and comfortable stay in a prime location, close to major tourist attractions such as the Vauban Citadel, the Astronomical Clock, the Museum of Time, and the Museum of Fine Arts. We welcome you 24/7 and offer rooms equipped with air conditioning and free Wi-Fi. A generous breakfast buffet and secure private parking (at an additional cost) are also available. Numerous restaurants are within walking distance.

The hotel is just 1 km from Viotte train station (tram available) and 12 km from the Besançon Franche-Comté TGV station.

The entire team at the Hôtel de Paris is at your disposal to offer you a pleasant stay in Besançon."
Besancon,France,Hôtel Restaurant Spa Le Sauvage,https://www.booking.com/hotel/fr/ho-tel-le-sauvage-besanasson.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iZXNhbmNvbiwgZnJhbmNlSA1YBGiRAYgBAZgBM7gBGcgBDNgBA-gBAfgBAYgCAagCAbgC7bCfzwbAAgHSAiQ1ODk5ZTRkZS1lYjMyLTRhNWItYjk0YS0zNTQzYThjZjljN2PYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-05-01&checkout=2026-05-08&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=743d8d36cbb108e5&srepoch=1776801905&all_sr_blocks=38019401_229950838_2_2_0&highlighted_blocks=38019401_229950838_2_2_0&matching_block_id=38019401_229950838_2_2_0&sr_pri_blocks=38019401_229950838_2_2_0__112900&from=searchresults,47.23171766809705,6.027591526508331,8.6,"L’Hôtel Restaurant Spa Le Sauvage vous accueille dans l’ancien monastère des Clarisses, dans le quartier historique de Besançon, à 500 mètres des anciens contreforts de la citadelle. Cet établissement offre des vues sur le parc bordé d’arbres, les remparts médiévaux, la ville et la vallée du Doubs.

Revêtues de parquet, toutes les chambres sont dotées d’une salle de bains privative pourvue d’une baignoire ou d’une douche. Les hébergements comprennent également une télévision à écran plat, un téléphone et un bureau. Certains logements offrent une vue sur le jardin et la ville.

Le petit-déjeuner est servi chaque matin dans le coin repas, sur la terrasse, ou peut être apporté dans votre chambre sur demande. Vous pourrez également vous détendre sur la terrasse orientée à l'ouest avec une boisson commandée au bar. Vous pourrez accéder au spa sur réservation et moyennant des frais supplémentaires.

Vous séjournerez à 10 minutes à pied du musée du Temps et à seulement 2 km de la gare ferroviaire de Besançon-Viotte. Vous trouverez des commerces et restaurants à moins de 10 minutes de marche. Un parking privé est accessible moyennant un supplément. Vous bénéficierez gratuitement d’une connexion Wi-Fi."
Annecy,France,Le Pélican,https://www.booking.com/hotel/fr/le-pelican-annecy1.fr.html?aid=304142&label=gen173nr-10CAQoggJCFXNlYXJjaF9hbm5lY3ksIGZyYW5jZUgNWARokQGIAQGYATO4ARnIAQzYAQPoAQH4AQGIAgGoAgG4Aoexn88GwAIB0gIkZWI4MWQ1M2MtMTRjMS00YjBhLTg2ZGYtMmJlNzhiZTA3ZmE22AIB4AIB&ucfs=1&arphpl=1&checkin=2026-05-01&checkout=2026-05-08&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=927b8d433fd4084e&srepoch=1776801930&all_sr_blocks=756018807_332440559_4_2_0&highlighted_blocks=756018807_332440559_4_2_0&matching_block_id=756018807_332440559_4_2_0&sr_pri_blocks=756018807_332440559_4_2_0__369700&from=searchresults,45.897015,6.131543,8.8,"L’établissement Le Pélican vous accueille à Annecy, à 37 km de ce lieu d’intérêt : Rochexpo. Il comprend une piscine extérieure ouverte en saison, une terrasse, un restaurant et un parking privé. Cet hôtel 4 étoiles propose un service d'étage, une réception ouverte 24h/24 et une connexion Wi-Fi gratuite. Vous pourrez prendre un verre au bar sur place.

L’établissement propose des hébergements dotés de la climatisation, d’un bureau, d'une machine à café, d'un réfrigérateur, d'un coffre-fort et d'une télévision à écran plat. Ils comprennent également une salle de bains privative pourvue d’une douche. Vous profiterez aussi d’une armoire.

Un petit-déjeuner buffet, continental et sans gluten est servi sur place.

Vous séjournerez à respectivement 38 km et 43 km de ces lieux d’intérêt : Lac du Bourget et Stade de Genève. L'aéroport le plus proche (Aéroport de Chambéry - Savoie) est à 43 km."
Annecy,France,Séjours & Affaires Annecy Le Pont Neuf,https://www.booking.com/hotel/fr/sejours-affaires-annecy-le-pont-neuf.fr.html?aid=304142&label=gen173nr-10CAQoggJCFXNlYXJjaF9hbm5lY3ksIGZyYW5jZUgNWARokQGIAQGYATO4ARnIAQzYAQPoAQH4AQGIAgGoAgG4Aoexn88GwAIB0gIkZWI4MWQ1M2MtMTRjMS00YjBhLTg2ZGYtMmJlNzhiZTA3ZmE22AIB4AIB&ucfs=1&arphpl=1&checkin=2026-05-01&checkout=2026-05-08&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=927b8d433fd4084e&srepoch=1776801930&all_sr_blocks=18592001_99220245_2_2_0&highlighted_blocks=18592001_99220245_2_2_0&matching_block_id=18592001_99220245_2_2_0&sr_pri_blocks=18592001_99220245_2_2_0__52100&from=searchresults,45.89719346681384,6.110809743404388,7.7,"L'établissement Séjours & Affaires Annecy Le Pont Neuf se situe à 3 km du lac d'Annecy et à 1 km du centre-ville historique. Il se trouve à 45 minutes de route des domaines skiables de La Clusaz et du Grand Bornand.

Les appartements, confortables et pourvus d'une connexion Wi-Fi gratuite et d'équipements modernes, offrent un cadre idéal pour les séjours de courte ou de longue durée. Le petit-déjeuner buffet est servi du lundi au vendredi, moyennant un supplément.

Le Séjours & Affaires Annecy Le Pont Neuf se trouve à Cran-Gevrier, à proximité de commerces, restaurants et transports en commun.

La gare d'Annecy se trouve à 15 minutes à pied. Un parking est proposé moyennant un supplément. Le domaine skiable du Semnoz se situe à 30 minutes de route."
Annecy,France,Moxy Annecy,https://www.booking.com/hotel/fr/moxy-annecy.fr.html?aid=304142&label=gen173nr-10CAQoggJCFXNlYXJjaF9hbm5lY3ksIGZyYW5jZUgNWARokQGIAQGYATO4ARnIAQzYAQPoAQH4AQGIAgGoAgG4Aoexn88GwAIB0gIkZWI4MWQ1M2MtMTRjMS00YjBhLTg2ZGYtMmJlNzhiZTA3ZmE22AIB4AIB&ucfs=1&arphpl=1&checkin=2026-05-01&checkout=2026-05-08&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=927b8d433fd4084e&srepoch=1776801930&all_sr_blocks=5350137_401092325_0_2_0&highlighted_blocks=5350137_401092325_0_2_0&matching_block_id=5350137_401092325_0_2_0&sr_pri_blocks=5350137_401092325_0_2_0__88000&from_sustainable_property_sr=1&from=searchresults,45.90025357689497,6.115946039173132,8.5,"L’établissement Moxy Annecy est idéalement situé dans le centre de Annecy. Il propose une connexion Wi-Fi gratuite, une salle de sport, une terrasse et des hébergements dotés de la climatisation. Cet hôtel 3 étoiles propose un service d'étage et une réception ouverte 24h/24. Un parking privé est disponible sur place.

Tous les hébergements comprennent un bureau et une télévision à écran plat. Les hébergements sont dotés d’une salle de bains privative avec une douche et un sèche-cheveux. Certains proposent également un balcon.

Un petit-déjeuner buffet est servi sur place. Sur place, le restaurant sert des plats français.

L’établissement Moxy Annecy est doté d'un centre d’affaires.

Vous séjournerez à respectivement 35 km et 36 km de ces lieux d’intérêt : Rochexpo et Lac du Bourget. L'aéroport le plus proche (Aéroport de Chambéry - Savoie) est à 41 km."
Annecy,France,"Annecy, calme, terrasse, parking box",https://www.booking.com/hotel/fr/annecy-calme-terrasse-parking-box.fr.html?aid=304142&label=gen173nr-10CAQoggJCFXNlYXJjaF9hbm5lY3ksIGZyYW5jZUgNWARokQGIAQGYATO4ARnIAQzYAQPoAQH4AQGIAgGoAgG4Aoexn88GwAIB0gIkZWI4MWQ1M2MtMTRjMS00YjBhLTg2ZGYtMmJlNzhiZTA3ZmE22AIB4AIB&ucfs=1&arphpl=1&checkin=2026-05-01&checkout=2026-05-08&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=927b8d433fd4084e&srepoch=1776801930&all_sr_blocks=1389163901_410908943_2_0_0&highlighted_blocks=1389163901_410908943_2_0_0&matching_block_id=1389163901_410908943_2_0_0&sr_pri_blocks=1389163901_410908943_2_0_0__83700&from=searchresults,45.9087054,6.1250422,8.5,"L’hébergement Annecy, calme, terrasse, parking box se trouve à Annecy, à respectivement 37 km, 37 km et 41 km de ces lieux d’intérêt : Lac du Bourget, Stade de Genève et Gare de Cornavin. Il possède une connexion Wi-Fi gratuite. Cet hébergement est installé à 32 km de : Rochexpo. Il comprend une terrasse et un parking privé gratuit.

Cet appartement compte 1 chambre, un salon comportant une télévision à écran plat, une cuisine entièrement équipée et 1 salle de bains.

Vous séjournerez à respectivement 41 km et 41 km de ces lieux d’intérêt : Jet d'eau de Genève et Cathédrale Saint-Pierre de Genève."
Annecy,France,Novotel Annecy Centre,https://www.booking.com/hotel/fr/annecy-centre-atria.fr.html?aid=304142&label=gen173nr-10CAQoggJCFXNlYXJjaF9hbm5lY3ksIGZyYW5jZUgNWARokQGIAQGYATO4ARnIAQzYAQPoAQH4AQGIAgGoAgG4Aoexn88GwAIB0gIkZWI4MWQ1M2MtMTRjMS00YjBhLTg2ZGYtMmJlNzhiZTA3ZmE22AIB4AIB&ucfs=1&arphpl=1&checkin=2026-05-01&checkout=2026-05-08&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=927b8d433fd4084e&srepoch=1776801930&all_sr_blocks=5729733_94276465_2_2_0&highlighted_blocks=5729733_94276465_2_2_0&matching_block_id=5729733_94276465_2_2_0&sr_pri_blocks=5729733_94276465_2_2_0__108900&from_sustainable_property_sr=1&from=searchresults,45.9030377278167,6.122657060623169,7.8,"Le Novotel Annecy Centre est situé dans le centre d'Annecy, à 5 minutes à pied de la vieille ville, du lac et du château d'Annecy. Vous pourrez profiter d'une réception ouverte 24h/24 et d'une connexion Wi-Fi gratuite.

Toutes les chambres sont insonorisées et munies de la climatisation. Les hébergements comprennent une télévision par satellite à écran plat avec les chaînes beIN Sports et Canal +. Les logements comportent un minibar et un plateau/bouilloire. Les hébergements disposent d'un coin salon et les salles de bains privatives sont équipées d'un sèche-cheveux et d'articles de toilette gratuits.

Le Novotel Annecy Centre propose un petit-déjeuner buffet. The Craic, le restaurant sur place, sert une cuisine variée, dont des plats européens et français. Le bar de l’hôtel sert des boissons et des collations légères.

Vous séjournerez à seulement 50 mètres de la gare TGV d'Annecy et à 1 km du lac d'Annecy. Vous bénéficierez d'un garage privé sur place moyennant des frais supplémentaires."
