city_name,country,hotel_name,latitude,longitude,score,description,booking_url
Annecy,France,Le Pélican,45.897015,6.131543,8.8,"L’établissement Le Pélican vous accueille à Annecy, à 37 km de ce lieu d’intérêt : Rochexpo. Il comprend une piscine extérieure ouverte en saison, une terrasse, un restaurant et un parking privé. Cet hôtel 4 étoiles propose un service d'étage, une réception ouverte 24h/24 et une connexion Wi-Fi gratuite. Vous pourrez prendre un verre au bar sur place.

L’établissement propose des hébergements dotés de la climatisation, d’un bureau, d'une machine à café, d'un réfrigérateur, d'un coffre-fort et d'une télévision à écran plat. Ils comprennent également une salle de bains privative pourvue d’une douche. Vous profiterez aussi d’une armoire.

Un petit-déjeuner buffet, continental et sans gluten est servi sur place.

Vous séjournerez à respectivement 38 km et 43 km de ces lieux d’intérêt : Lac du Bourget et Stade de Genève. L'aéroport le plus proche (Aéroport de Chambéry - Savoie) est à 43 km.",https://www.booking.com/hotel/fr/le-pelican-annecy1.fr.html?aid=304142&label=gen173nr-10CAQoggJCFXNlYXJjaF9hbm5lY3ksIGZyYW5jZUgNWARokQGIAQGYATO4ARnIAQzYAQPoAQH4AQGIAgGoAgG4Areeps8GwAIB0gIkZmYwYTVkZmUtZmQ1OC00NDkyLTlkNmMtNDI3ODBmZWIyMTZl2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-04-23&checkout=2026-04-30&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=4422171bd21e0380&srepoch=1776914235&all_sr_blocks=756018811_332440559_4_2_0&highlighted_blocks=756018811_332440559_4_2_0&matching_block_id=756018811_332440559_4_2_0&sr_pri_blocks=756018811_332440559_4_2_0__548500&from=searchresults
Toulouse,France,The Social Hub Toulouse,43.610053,1.43037,8.7,"L’établissement The Social Hub Toulouse bénéficie d’une situation géographique idéale à Toulouse. Il comprend une connexion Wi-Fi gratuite, une piscine extérieure ouverte en saison, une salle de sport des hébergements dotés de la climatisation. Il possède un restaurant, un salon commun et une terrasse. Vous pourrez prendre un verre au bar sur place.

Les hébergements possèdent un bureau et une télévision à écran plat. Vous bénéficierez d'une bouilloire ainsi que d'une salle de bains privative dotée d’une douche et d'articles de toilette gratuits. Certains hébergements possèdent également une kitchenette équipée d’un réfrigérateur. Des serviettes et du linge de lit sont fournis.

Un petit-déjeuner buffet, continental ou végétarien est servi sur place.

Vous pourrez jouer au billard et au ping-pong dans cet hôtel 4 étoiles, et la région est prisée des amateurs de vélo.

Parlant arabe, anglais, espagnol et français, le personnel de la réception se tient 24h/24 à votre disposition pour toute question.

Vous séjournerez à proximité de ces lieux d’intérêt : Pierre Baudis Japanese Garden, Métro Compans Caffarelli et Métro Jeanne d'Arc. L'aéroport le plus proche (Aéroport de Toulouse-Blagnac) est à 6 km.",https://www.booking.com/hotel/fr/the-social-hub-toulouse.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF90b3Vsb3VzZSwgZnJhbmNlSA1YBGiRAYgBAZgBM7gBGcgBDNgBA-gBAfgBAYgCAagCAbgC2p6mzwbAAgHSAiRkMTQxNjU1NS1mMjFjLTRiOTQtOWYzOC0zZmM3N2QxMzQ1ZDjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-04-23&checkout=2026-04-30&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=e584172d66d3011f&srepoch=1776914271&all_sr_blocks=859102912_432226371_2_42_0_853468&highlighted_blocks=859102912_432226371_2_42_0_853468&matching_block_id=859102912_432226371_2_42_0_853468&sr_pri_blocks=859102912_432226371_2_42_0_853468_89100&from=searchresults
Toulouse,France,Grand Hotel de l'Opera - BW Premier Collection,43.603857880257685,1.444002091884613,8.7,"Cet hôtel se trouve dans le centre-ville de Toulouse, à 100 mètres de la station de métro Capitole. Vous pourrez profiter d'une cour ornée de fleurs et d'une connexion Wi-Fi gratuite dans l'ensemble des locaux.

Le Grand Hotel de l'Opera propose des chambres climatisées à la décoration classique et équipées d'une connexion Wi-Fi gratuite, d'une télévision par satellite et d'une salle de bains privative. Certains logements sont pourvus d’un coin salon.

Un petit-déjeuner buffet est servi tous les jours, et vous pourrez déguster un verre au bar sur place. De nombreux restaurants se trouvent dans le quartier.

Bénéficiant d’un emplacement privilégié, cet hôtel est facilement accessible depuis les principaux lieux d’intérêt de la Ville Rose. Le Grand Hotel de l’Opera se trouve en face du célèbre théâtre du Capitole, à 5 km du stade de Toulouse et à seulement 5 minutes à pied de la basilique Saint-Sernin.",https://www.booking.com/hotel/fr/grand-de-l-opera-toulouse.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF90b3Vsb3VzZSwgZnJhbmNlSA1YBGiRAYgBAZgBM7gBGcgBDNgBA-gBAfgBAYgCAagCAbgC2p6mzwbAAgHSAiRkMTQxNjU1NS1mMjFjLTRiOTQtOWYzOC0zZmM3N2QxMzQ1ZDjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-04-23&checkout=2026-04-30&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=e584172d66d3011f&srepoch=1776914271&all_sr_blocks=2698822_424844927_2_2_0&highlighted_blocks=2698822_424844927_2_2_0&matching_block_id=2698822_424844927_2_2_0&sr_pri_blocks=2698822_424844927_2_2_0__192180&from_sustainable_property_sr=1&from=searchresults
Bormes les Mimosas,France,Hostellerie du Cigalou,43.1519579,6.343283499999984,8.7,"Cet hôtel 3 étoiles est situé dans le village médiéval de Bormes-les-Mimosas, à seulement 25 minutes de route de Toulon. Doté d'une piscine extérieure entourée de mimosas, il dispose de chambres présentant chacune leur propre décoration.

Les chambres et les suites de l'Hostellerie du Cigalou comprennent également une télévision à écran LCD et une salle de bains privative. Elles sont climatisées et un minibar peut y être ajouté sur demande.

Le petit-déjeuner buffet peut être servi dans la salle à manger ou sur la terrasse commune. L'établissement comporte également un bar-restaurant sur place qui propose des spécialités provençales et des cocktails.

Vous pourrez profiter gratuitement d'une connexion Wi-Fi dans les parties communes ainsi que d'un parking se trouvant à proximité de l'hôtel. Comptant parmi les passages obligés dans la région à visiter, les villes d'Hyères et de Saint-Tropez sont toutes deux situées à moins de 30 km.",https://www.booking.com/hotel/fr/hostellerie-du-cigalou.fr.html?aid=304142&label=gen173nr-10CAQoggJCIXNlYXJjaF9ib3JtZXMgbGVzIG1pbW9zYXMsIGZyYW5jZUgNWARokQGIAQGYATO4ARnIAQzYAQPoAQH4AQGIAgGoAgG4AqWfps8GwAIB0gIkYTQ1ODdhNjAtODMxNy00YjA1LTk1NDgtNWNkODUyZGFkMjg22AIB4AIB&ucfs=1&arphpl=1&checkin=2026-04-23&checkout=2026-04-30&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=f9b11752e83d0299&srepoch=1776914345&all_sr_blocks=18050901_123173647_0_2_0&highlighted_blocks=18050901_123173647_0_2_0&matching_block_id=18050901_123173647_0_2_0&sr_pri_blocks=18050901_123173647_0_2_0__82460&from=searchresults
Bormes les Mimosas,France,Hôtel Paradis,43.144686,6.335125000000062,8.6,"L'hôtel Paradis occupe un bâtiment datant de 1920 et bénéficie d'un jardin luxuriant. Il offre une vue panoramique sur la mer et le vieux village de Bormes.

Plusieurs chambres possèdent un balcon donnant sur la mer, d'autres surplombent le village. Les chambres sont aussi équipées d'une connexion Wi-Fi gratuite et d'une télévision.

De plus, vous dégusterez un petit-déjeuner continental quotidien. En fonction du nombre de personnes, il peut être proposé sous forme de buffet. Le parking est accessible pour les vélos, les motos et les voitures.

Bormes les Mimosas est situé entre Saint Tropez et Hyères et offre des vues superbes sur l'île de Port Cros et Porquerolles.",https://www.booking.com/hotel/fr/paradis.fr.html?aid=304142&label=gen173nr-10CAQoggJCIXNlYXJjaF9ib3JtZXMgbGVzIG1pbW9zYXMsIGZyYW5jZUgNWARokQGIAQGYATO4ARnIAQzYAQPoAQH4AQGIAgGoAgG4AqWfps8GwAIB0gIkYTQ1ODdhNjAtODMxNy00YjA1LTk1NDgtNWNkODUyZGFkMjg22AIB4AIB&ucfs=1&arphpl=1&checkin=2026-04-23&checkout=2026-04-30&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=f9b11752e83d0299&srepoch=1776914345&all_sr_blocks=5902307_404194521_2_2_0&highlighted_blocks=5902307_404194521_2_2_0&matching_block_id=5902307_404194521_2_2_0&sr_pri_blocks=5902307_404194521_2_2_0__84525&from=searchresults
Lyon,France,Campanile PRIME Lyon Centre Gare Part-Dieu,45.76027411252216,4.863327741622925,8.6,"Le Campanile PRIME Lyon Centre Gare Part-Dieu vous propose des chambres climatisées avec une connexion Wi-Fi gratuite en face de la gare ferroviaire de Lyon-Part-Dieu. Le bar-restaurant présent sur place propose des repas et des boissons sous forme de buffet.

Les chambres modernes du Campanile PRIME Lyon Centre Gare Part-Dieu sont équipées d’une télévision par satellite à écran plat. Les hébergements comprennent également un plateau/bouilloire, un plateau de courtoisie et des biscuits.

Le Campanile Lyon Centre sert un petit-déjeuner continental. Le restaurant propose une cuisine française traditionnelle et régionale pour le déjeuner et le dîner.

La réception de l’établissement est ouverte 24h/24. En soirée, vous pourrez vous détendre dans la salle de lecture du Campanile PRIME Lyon Centre Gare Part-Dieu, dotée de journaux gratuits.

Le Lyon Centre Part-Dieu est idéalement situé à seulement 800 mètres de la station de métro Gare Part-Dieu Vivier Merle. Le Vieux Lyon est à 3,5 km. La navette aéroport Rhône-Express s'arrête à proximité de l'hôtel.",https://www.booking.com/hotel/fr/campanile-lyon-centre-forum-part-dieu.fr.html?aid=304142&label=gen173nr-10CAQoggJCE3NlYXJjaF9seW9uLCBmcmFuY2VIDVgEaJEBiAEBmAEzuAEZyAEM2AED6AEB-AEBiAIBqAIBuAKUnKbPBsACAdICJDFlNGFjZDljLWQyMTQtNDI4ZC05MTc2LWYwZmQwY2Y5OTFiMNgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-04-23&checkout=2026-04-30&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=25ef168a3a000229&srepoch=1776913944&all_sr_blocks=21987006_367476089_2_42_0&highlighted_blocks=21987006_367476089_2_42_0&matching_block_id=21987006_367476089_2_42_0&sr_pri_blocks=21987006_367476089_2_42_0__103500&from_sustainable_property_sr=1&from=searchresults
Bormes les Mimosas,France,Superbe Duplex 35m2 vue mer avec piscine,43.1431217,6.35213980000003,8.6,"Proposant une piscine, un jardin, un bar et connexion Wi-Fi gratuite, l’établissement Superbe Duplex 35m2 vue mer avec piscine se trouve à Bormes-les-Mimosas et offre une vue sur la mer.

Les hébergements sont dotés d’une terrasse, de la climatisation et d’une télévision à écran plat. Leur salle de bains privative comprend une douche et un sèche-cheveux. Un réfrigérateur, un lave-vaisselle et un micro-ondes sont également disponibles dans la cuisine, de même qu’une machine à café.

Vous séjournerez à respectivement 2,6 km et 31 km de ces lieux d’intérêt : Grande Plage et Chateau de Grimaud. L'aéroport le plus proche (Aéroport de Toulon - Hyères) est à 21 km.",https://www.booking.com/hotel/fr/voir-les-photos-presentationemplacementcommentairesl-39-hote-2-pieces-35m2-borme.fr.html?aid=304142&label=gen173nr-10CAQoggJCIXNlYXJjaF9ib3JtZXMgbGVzIG1pbW9zYXMsIGZyYW5jZUgNWARokQGIAQGYATO4ARnIAQzYAQPoAQH4AQGIAgGoAgG4AqWfps8GwAIB0gIkYTQ1ODdhNjAtODMxNy00YjA1LTk1NDgtNWNkODUyZGFkMjg22AIB4AIB&ucfs=1&arphpl=1&checkin=2026-04-23&checkout=2026-04-30&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=f9b11752e83d0299&srepoch=1776914345&all_sr_blocks=241030101_338122575_3_0_0&highlighted_blocks=241030101_338122575_3_0_0&matching_block_id=241030101_338122575_3_0_0&sr_pri_blocks=241030101_338122575_3_0_0__42000&from=searchresults
Montauban,France,Abbaye des Capucins Spa & Resort,44.020542927203735,1.3495668768882751,8.5,"L’Abbaye des Capucins Spa & Resort vous accueille à Montauban, à 30 minutes en voiture de Toulouse. Vous aurez gratuitement accès à une piscine extérieure, un spa et une salle de sport dotée d’appareils de cardio-training.

L'Abbaye des Capucins Spa & Resort propose des hébergements insonorisés et climatisés. Toutes les chambres disposent d’une salle de bains privative et certaines bénéficient d’une terrasse avec vue sur le Tarn. Moyennant un supplément, vous pourrez prendre votre petit-déjeuner dans le confort de votre chambre.

Vous pourrez manger à la brasserie de l’hôtel, Le Bistro des Capucins.

L’Abbaye des Capucins Spa & Resort propose des massages et des soins de beauté. Cet établissement dispose d’un centre d’affaires et d’un parking privé gratuit.",https://www.booking.com/hotel/fr/abbaye-des-capucins-spa-and-resort.fr.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250YXViYW4sIGZyYW5jZUgNWARokQGIAQGYATO4ARnIAQzYAQPoAQH4AQGIAgGoAgG4AoKfps8GwAIB0gIkMjdiNDM1NDAtMmFjYS00ZWNlLTliNGUtNzJiOGI3NjY4ODFk2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-04-23&checkout=2026-04-30&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=ac17174179c60056&srepoch=1776914310&all_sr_blocks=2776018_243333949_0_2_0_1140412&highlighted_blocks=2776018_243333949_0_2_0_1140412&matching_block_id=2776018_243333949_0_2_0_1140412&sr_pri_blocks=2776018_243333949_0_2_0_1140412_70380&from=searchresults
Mont Saint Michel,France,Apparthôtel Mont Saint Michel - Résidence Fleurdumont,48.596482169806976,-1.5031469166023044,8.5,"L’Apparthôtel Mont Saint Michel - Résidence Fleurdumont propose un hébergement acceptant les animaux domestiques à Beauvoir, à 4,4 km de l’abbaye du Mont-Saint-Michel. La Résidence Fleurdumont comprend également une piscine extérieure ouverte en saison, un court de tennis et un terrain de pétanque. Un parking privé gratuit est disponible sur place.

La plupart des logements bénéficient d’une terrasse ou d’un balcon. La Résidence Fleurdumont est dotée d’une connexion Wi-Fi gratuite et d’une télévision. Les serviettes de toilette et le linge de lit sont fournis.

Les logements comportent un kitchenette équipée d'un micro-ondes, d'un réfrigérateur, de plaques de cuisson et d'une machine à café. Un kit petit-déjeuner est proposé tous les matins.

L'aéroport de Pleurtuit, le plus proche, est accessible à 42 km de la Résidence Fleurdumont.",https://www.booking.com/hotel/fr/residence-fleurdumont.fr.html?aid=304142&label=gen173nr-10CAQoggJCIHNlYXJjaF9tb250IHNhaW50IG1pY2hlbCwgZnJhbmNlSA1YBGiRAYgBAZgBM7gBGcgBDNgBA-gBAfgBAYgCAagCAbgCzJ-mzwbAAgHSAiRjMzRmMTk1NS1lYzA5LTRkMDEtOTRlZC0wMTAzZjUyZDBmMmTYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-04-23&checkout=2026-04-30&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=ff411766beb20376&srepoch=1776914384&all_sr_blocks=148225611_424387072_5_2_0&highlighted_blocks=148225611_424387072_5_2_0&matching_block_id=148225611_424387072_5_2_0&sr_pri_blocks=148225611_424387072_5_2_0__100200&from=searchresults
Mont Saint Michel,France,Hotel Rose,48.59706233179113,-1.513039469718933,8.5,"Proposant des bungalows indépendants et bien conçus ainsi que des chambres installées dans l'annexe d'un bâtiment du XIXe siècle, l'Hotel Rose vous propose un séjour confortable et paisible.

La résidence est située dans un parc verdoyant regorgeant d'arbres et de fleurs. Certains hébergements s'ouvrent sur la rivière qui mène au célèbre Mont-Saint-Michel et présentent un cadre reposant. Tous les bungalows sont indépendants et respectueux de l'environnement. Ils peuvent accueillir quatre personnes (ou cinq sur demande).

Vous pourrez prendre un délicieux petit-déjeuner, déguster une boisson ou encore profiter d'un moment de détente sur la véranda du manoir ou à l'ombre des arbres.

L'Hotel Rose dispose également d'un salon commun avec un piano, une connexion Wi-Fi gratuite, des jeux et de nombreux livres. À proximité, vous pourrez pratiquer la randonnée à pied ou le vélo en toute tranquillité, puis déguster une cuisine traditionnelle et régionale dans l'un des restaurants locaux.",https://www.booking.com/hotel/fr/gue-de-beauvoir.fr.html?aid=304142&label=gen173nr-10CAQoggJCIHNlYXJjaF9tb250IHNhaW50IG1pY2hlbCwgZnJhbmNlSA1YBGiRAYgBAZgBM7gBGcgBDNgBA-gBAfgBAYgCAagCAbgCzJ-mzwbAAgHSAiRjMzRmMTk1NS1lYzA5LTRkMDEtOTRlZC0wMTAzZjUyZDBmMmTYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-04-23&checkout=2026-04-30&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=ff411766beb20376&srepoch=1776914384&all_sr_blocks=5925506_369814916_2_2_0&highlighted_blocks=5925506_369814916_2_2_0&matching_block_id=5925506_369814916_2_2_0&sr_pri_blocks=5925506_369814916_2_2_0__64745&from=searchresults
